Ware_house_ID,split,breakdown_risk,product_wg_ton,storage_issue_reported_l3m,num_refill_req_l3m,govt_check_l3m,transport_issue_l1y,wh_est_year,workers_num,dist_from_hub,Competitor_in_mkt,retail_shop_num,distributor_num,electric_supply,temp_reg_mach,flood_proof,flood_impacted,is_unrated_warehouse,wh_est_year_missing,certificate_grade,capacity_size,Location_type_Urban,wh_owner_type_Rented,zone_East,zone_South,zone_West,WH_regional_zone_Zone_1,WH_regional_zone_Zone_2,WH_regional_zone_Zone_3,WH_regional_zone_Zone_4,WH_regional_zone_Zone_5
WH_123395,train,High Risk,25093,21,2,17,0,2009,22,66,3,4555,21,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,1
WH_123396,train,Not High Risk,35129,27,4,32,1,2000,18,218,3,3662,35,0,0,0,0,0,0,4,2,0,1,0,1,0,0,1,0,0,0
WH_123397,train,Not High Risk,39065,30,6,29,0,2004,38,211,3,7458,15,1,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0
WH_123398,train,High Risk,20072,15,8,23,2,1997,33,153,4,4029,35,1,1,0,0,0,0,1,3,1,1,0,0,1,0,0,0,0,0
WH_123399,train,Not High Risk,14147,11,3,7,2,2014,20,68,4,5205,70,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0
WH_123400,train,Not High Risk,19108,16,6,32,3,2009,43,134,3,5079,34,0,0,0,0,0,1,2,2,0,0,0,1,0,0,1,0,0,0
WH_123401,train,Not High Risk,28069,23,5,2,3,2009,24,189,2,5853,65,1,1,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0
WH_123402,train,Not High Risk,33135,23,6,23,0,2009,25,257,3,4978,59,1,1,0,1,0,0,5,3,0,0,0,0,1,0,0,0,0,0
WH_123403,train,High Risk,13057,11,1,27,0,2009,20,107,3,4813,24,0,1,0,0,0,1,3,2,0,0,0,0,0,0,0,1,0,0
WH_123404,train,High Risk,19063,16,6,6,1,2012,17,188,3,3849,20,0,1,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0
WH_123405,train,Not High Risk,14085,11,5,10,1,2015,27,152,3,5096,65,1,0,0,0,0,0,3,3,0,1,0,1,0,0,0,0,0,1
WH_123406,train,Not High Risk,14062,11,1,32,0,2009,30,148,3,6025,57,1,1,0,0,0,1,4,2,0,1,0,1,0,0,1,0,0,0
WH_123407,test,High Risk,33122,23,3,23,0,2004,38,169,3,5656,37,1,1,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0
WH_123408,train,Not High Risk,23076,17,1,9,0,2009,34,126,4,4767,19,0,0,0,0,0,1,5,1,0,1,0,0,0,0,0,0,0,0
WH_123409,test,High Risk,27142,22,8,17,0,2004,24,142,2,4613,16,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1
WH_123410,train,Not High Risk,24085,20,8,11,0,1997,25,71,5,3724,51,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,1,0
WH_123411,train,Not High Risk,24133,19,6,26,0,2010,27,196,1,6214,53,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0
WH_123412,train,Not High Risk,5085,0,3,11,0,2021,35,249,2,7589,60,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,0
WH_123413,train,High Risk,11070,9,6,27,0,2009,26,231,2,5014,27,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,1,0,0
WH_123414,train,High Risk,15070,13,0,23,2,2009,41,142,5,4243,52,0,0,0,0,0,1,2,3,0,0,0,0,1,0,0,0,0,0
WH_123415,train,High Risk,28094,25,7,25,0,2005,32,73,5,5182,57,1,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,1
WH_123416,test,Not High Risk,27073,20,7,9,1,2007,31,105,2,5898,51,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
WH_123417,test,Not High Risk,23127,18,0,12,0,2009,31,170,2,5341,32,0,0,0,0,0,1,3,2,0,0,0,1,0,0,1,0,0,0
WH_123418,train,High Risk,31145,23,5,11,0,2009,26,218,3,6502,47,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0
WH_123419,test,Not High Risk,28140,22,5,25,0,1996,26,195,2,4756,28,0,1,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1
WH_123420,test,Not High Risk,35102,26,5,23,0,1999,29,267,4,8011,49,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0
WH_123421,test,Not High Risk,19104,14,6,26,0,2014,30,164,3,6275,67,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
WH_123422,train,Not High Risk,15122,12,2,10,0,2009,32,66,4,4910,66,1,0,0,0,0,1,2,3,0,1,0,1,0,0,0,0,0,1
WH_123423,train,Not High Risk,18090,14,7,21,0,2016,28,73,4,4896,51,0,0,0,0,0,0,3,1,0,1,0,1,0,1,0,0,0,0
WH_123424,test,Not High Risk,3104,0,2,14,3,2009,20,247,5,4815,52,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,1
WH_123425,train,Not High Risk,15059,12,2,10,4,2009,19,149,3,4260,57,0,1,0,0,0,1,5,3,0,1,0,0,1,0,0,0,0,1
WH_123426,train,Not High Risk,25102,19,2,8,1,2009,43,262,3,7117,63,1,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0
WH_123427,test,High Risk,30122,23,3,24,3,2009,30,269,3,5759,23,1,1,0,0,0,1,5,3,0,1,0,0,1,0,0,0,0,1
WH_123428,test,Not High Risk,38083,28,0,15,0,2009,25,218,3,4563,31,1,0,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0
WH_123429,train,Not High Risk,44099,32,7,13,0,2000,35,170,3,5100,57,1,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0
WH_123430,train,High Risk,25085,21,7,21,1,2010,33,232,1,7331,31,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,0
WH_123431,train,High Risk,20065,15,2,8,1,2009,24,136,2,5520,19,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
WH_123432,test,High Risk,19085,14,5,25,0,2011,20,191,4,4221,51,0,0,0,0,0,0,4,3,0,1,0,0,1,0,0,0,0,1
WH_123433,train,Not High Risk,25103,19,5,12,0,2012,18,107,4,4995,56,0,0,0,0,0,0,4,2,0,1,0,0,1,0,1,0,0,0
WH_123434,train,Not High Risk,17126,13,0,12,1,2009,26,86,3,5811,32,0,0,0,0,0,1,4,2,0,1,0,0,1,0,1,0,0,0
WH_123435,test,High Risk,31090,27,0,11,1,2009,30,224,6,5518,40,1,0,0,1,0,1,3,2,0,0,0,0,1,0,0,0,1,0
WH_123436,train,Not High Risk,14075,11,5,23,0,2017,23,105,4,5208,20,0,0,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0
WH_123437,test,Not High Risk,38140,29,1,26,2,2009,40,142,3,4729,46,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0
WH_123438,train,Not High Risk,28096,21,5,12,0,2009,38,165,4,5625,63,1,0,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0
WH_123439,train,Not High Risk,27144,23,1,19,3,2009,13,242,2,3925,30,0,0,0,0,0,1,3,2,0,1,0,1,0,0,0,1,0,0
WH_123440,test,High Risk,28122,22,3,27,0,2004,18,188,4,5779,53,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0
WH_123441,test,Not High Risk,29142,22,1,26,1,2009,31,154,5,5865,63,1,1,1,0,0,1,5,2,0,0,0,0,1,0,0,0,1,0
WH_123442,test,Not High Risk,31111,23,1,14,0,2009,23,77,3,5809,70,1,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,1
WH_123443,train,Not High Risk,13113,11,2,26,4,2009,33,193,9,4232,21,1,0,0,0,0,1,5,2,0,0,0,0,1,0,0,0,1,0
WH_123444,train,Not High Risk,27125,19,3,1,0,2014,27,138,5,4869,31,1,1,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0
WH_123445,train,High Risk,41095,31,1,25,0,2009,39,91,2,4446,23,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,1
WH_123446,train,High Risk,16065,14,0,9,0,2009,23,203,4,4484,32,1,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0
WH_123447,train,High Risk,16131,14,4,23,3,2009,19,127,4,3865,34,0,1,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,0
WH_123448,train,High Risk,25055,19,5,19,0,2013,16,182,4,4005,59,0,0,0,0,0,0,4,2,0,1,0,0,1,0,0,1,0,0
WH_123449,train,High Risk,29071,24,3,10,1,2005,21,167,3,4600,26,0,1,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,1
WH_123450,train,High Risk,7123,5,5,11,2,2017,25,88,4,4371,61,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,1,0
WH_123451,train,High Risk,34080,26,4,27,0,2004,29,244,2,7754,43,1,0,0,0,0,0,4,2,0,0,0,1,0,0,0,1,0,0
WH_123452,train,High Risk,29064,23,0,14,0,2009,24,249,6,4048,16,0,0,0,0,0,1,4,3,1,1,0,0,1,0,0,0,0,1
WH_123453,test,Not High Risk,6109,5,1,26,0,2009,33,120,1,7019,60,1,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,1,0
WH_123454,train,High Risk,27099,20,8,14,1,2011,37,239,3,2635,61,0,1,0,0,0,0,5,3,0,1,0,0,1,0,0,0,0,1
WH_123455,train,High Risk,6107,5,1,29,2,2009,35,232,3,4874,41,0,0,0,1,0,1,2,3,0,1,0,1,0,0,0,0,0,0
WH_123456,test,High Risk,15109,11,5,25,0,2014,27,90,2,5335,55,1,1,0,0,0,0,5,3,0,0,0,0,1,0,0,0,0,1
WH_123457,train,Not High Risk,18132,14,8,27,0,1997,30,217,3,4164,56,1,1,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0
WH_123458,train,Not High Risk,43123,32,3,25,0,2003,23,59,3,4529,45,0,1,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,1
WH_123459,train,High Risk,7098,6,6,21,0,2016,31,195,3,5672,27,1,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0
WH_123460,train,High Risk,12132,10,4,30,5,2009,17,232,2,5322,20,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0
WH_123461,train,Not High Risk,8113,6,4,31,0,2018,33,228,7,3938,65,0,0,0,0,0,0,4,1,1,0,1,0,0,1,0,0,0,0
WH_123462,train,Not High Risk,22123,18,8,15,0,2013,28,257,4,4957,67,1,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0
WH_123463,train,Not High Risk,22082,18,2,14,0,2009,30,62,3,4872,59,1,0,1,0,0,1,1,3,0,1,0,0,1,0,0,0,0,1
WH_123464,train,Not High Risk,5074,0,7,28,0,2022,29,127,3,3287,40,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
WH_123465,test,High Risk,29093,23,7,30,1,2009,27,186,3,5126,46,1,0,0,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0
WH_123466,test,High Risk,37147,28,7,6,1,2004,26,135,2,5570,28,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
WH_123467,train,High Risk,31088,25,4,12,0,1999,26,97,2,3330,17,1,1,0,0,0,0,2,2,1,0,0,0,1,0,1,0,0,0
WH_123468,train,Not High Risk,27094,20,2,23,0,2009,33,148,2,5316,46,1,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0
WH_123469,train,High Risk,37145,26,1,32,0,2009,18,111,2,5259,57,1,1,0,0,0,1,5,2,0,0,0,1,0,0,1,0,0,0
WH_123470,train,Not High Risk,15150,10,8,10,0,2019,25,185,2,4385,28,0,1,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,1
WH_123471,train,Not High Risk,24120,17,7,6,0,2011,33,184,3,4184,60,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
WH_123472,train,High Risk,12099,9,2,6,0,2009,25,257,2,4013,59,1,0,0,0,0,1,3,3,0,1,0,0,1,0,0,0,0,0
WH_123473,train,High Risk,29075,25,7,26,2,2006,16,253,2,3334,38,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,1,0
WH_123474,train,High Risk,22088,19,2,2,3,2009,40,255,2,4788,28,1,0,0,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0
WH_123475,train,Not High Risk,9125,7,1,8,0,2009,27,137,6,5080,69,1,0,0,1,0,1,4,1,0,0,0,0,1,0,0,0,0,0
WH_123476,train,Not High Risk,11075,9,1,17,1,2009,33,69,2,4821,35,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1
WH_123477,train,Not High Risk,5146,0,5,31,0,2023,36,156,3,9067,41,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
WH_123478,train,High Risk,25105,22,7,23,1,2009,36,190,2,7093,18,1,0,0,1,0,1,3,3,0,0,0,1,0,0,0,0,0,0
WH_123479,train,Not High Risk,6142,4,5,14,1,2009,27,228,2,4435,15,0,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,1
WH_123480,test,High Risk,21063,16,1,23,0,2009,22,110,2,6121,41,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0
WH_123481,train,Not High Risk,21091,17,6,10,0,2014,30,121,4,4284,22,1,0,0,1,0,0,3,3,0,1,0,0,1,0,0,0,0,1
WH_123482,test,High Risk,21102,18,1,23,2,2009,32,95,2,6075,47,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0
WH_123483,test,High Risk,13085,11,6,15,1,2009,33,248,8,5178,26,1,0,0,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0
WH_123484,train,Not High Risk,22121,19,1,9,0,2009,29,132,4,5771,60,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
WH_123485,test,Not High Risk,41063,33,2,19,0,2009,22,104,5,5311,16,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,0,0
WH_123486,test,Not High Risk,39056,32,4,26,1,2006,37,112,4,4918,26,0,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0
WH_123487,train,Not High Risk,27135,21,3,19,0,2014,29,158,3,5225,44,0,1,0,0,0,0,3,2,0,1,0,0,1,0,0,1,0,0
WH_123488,train,High Risk,30111,22,5,10,0,2007,30,67,4,4391,31,1,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,1
WH_123489,train,Not High Risk,20060,16,2,26,2,2009,24,132,3,5077,30,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,1,0
WH_123490,train,High Risk,14080,12,4,27,2,2009,28,182,4,6604,23,1,0,0,0,0,1,2,2,0,1,0,0,0,0,0,1,0,0
WH_123491,train,Not High Risk,19084,13,8,26,0,2020,18,207,3,8434,57,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0
WH_123492,train,Not High Risk,8107,6,3,13,0,2009,32,203,4,4996,19,1,1,0,0,0,1,5,1,0,1,0,0,0,0,0,0,0,0
WH_123493,train,Not High Risk,32063,26,7,27,0,2004,24,266,3,5260,38,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0
WH_123494,train,High Risk,11132,9,7,15,0,2014,24,96,2,9235,29,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
WH_123495,train,High Risk,51086,37,1,26,0,2009,36,99,4,4486,34,1,1,0,0,0,1,4,2,0,0,0,0,0,0,0,0,1,0
WH_123496,train,High Risk,22060,18,6,1,0,2011,18,102,4,5748,68,0,0,0,0,0,0,4,2,0,1,0,0,1,0,1,0,0,0
WH_123497,train,High Risk,7117,5,8,23,4,2017,34,149,3,4758,30,1,1,0,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0
WH_123498,test,High Risk,29148,25,0,14,0,2009,29,269,4,5384,70,0,0,0,0,0,1,3,3,0,1,0,0,1,0,0,0,0,1
WH_123499,train,Not High Risk,18143,15,1,9,1,2009,28,215,3,5874,26,1,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0
WH_123500,test,Not High Risk,5098,4,2,32,2,2009,45,113,2,6049,47,0,0,0,1,0,1,1,2,0,1,0,1,0,0,1,0,0,0
WH_123501,train,High Risk,24141,18,4,12,0,2008,24,200,3,5172,27,1,0,0,0,0,0,4,2,0,0,0,0,1,0,1,0,0,0
WH_123502,train,Not High Risk,18136,14,4,15,0,2015,34,86,2,7149,69,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
WH_123503,train,High Risk,21055,16,0,27,1,2009,37,69,4,4799,60,1,0,0,0,0,1,4,2,1,0,0,0,0,0,0,1,0,0
WH_123504,train,High Risk,25118,19,4,29,1,2008,18,246,4,4805,58,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0
WH_123505,train,High Risk,34091,25,4,6,1,2000,15,98,5,4445,65,0,1,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0
WH_123506,train,Not High Risk,24106,20,7,27,1,2009,31,166,5,3161,50,1,1,0,0,0,1,2,2,1,0,0,1,0,0,0,1,0,0
WH_123507,train,High Risk,26114,22,6,27,0,2008,24,207,4,5654,46,1,1,0,1,0,0,2,2,0,1,0,0,0,0,0,1,0,0
WH_123508,train,High Risk,22127,17,4,9,0,2003,33,234,4,3861,39,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
WH_123509,train,High Risk,29059,24,8,27,0,2000,34,154,3,5349,44,1,0,0,0,0,0,3,2,0,1,0,1,0,0,0,1,0,0
WH_123510,test,High Risk,29094,23,5,10,4,2009,29,109,5,2734,20,1,0,0,0,0,1,4,3,0,0,0,0,1,0,0,0,0,1
WH_123511,train,High Risk,42105,32,3,2,2,2003,36,108,3,5184,44,0,1,0,0,0,0,5,1,0,1,0,1,0,0,0,0,0,0
WH_123512,train,High Risk,29069,23,3,25,0,2003,28,108,4,4388,56,1,1,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,1
WH_123513,train,Not High Risk,5079,4,4,11,3,2009,30,148,4,7046,37,1,1,0,0,0,1,3,2,0,1,0,0,1,0,0,0,1,0
WH_123514,test,High Risk,35069,29,7,15,0,1998,28,65,4,6007,42,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0
WH_123515,train,High Risk,14065,11,4,29,0,2012,31,108,2,5190,42,1,1,0,0,0,0,5,3,0,0,0,1,0,0,0,0,0,0
WH_123516,test,High Risk,18061,13,1,15,0,2009,36,78,3,4153,55,1,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0
WH_123517,train,Not High Risk,21130,16,1,18,3,2009,23,121,4,3722,19,0,1,0,0,0,1,4,2,0,0,0,0,1,0,1,0,0,0
WH_123518,train,High Risk,13096,12,4,23,1,2009,20,248,3,3803,27,0,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,0
WH_123519,train,Not High Risk,6115,5,7,27,4,2019,31,63,3,3780,41,1,1,1,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0
WH_123520,test,Not High Risk,12123,9,5,32,4,2009,22,228,3,5081,39,1,1,0,0,0,1,5,2,0,1,0,1,0,0,1,0,0,0
WH_123521,train,High Risk,23129,17,7,6,4,2013,23,160,7,3270,18,1,1,1,0,0,0,4,3,0,1,0,0,1,0,0,0,0,0
WH_123522,train,Not High Risk,22120,19,8,6,1,2009,26,240,2,4248,21,1,0,0,0,0,1,2,3,1,0,0,0,1,0,0,0,0,0
WH_123523,test,High Risk,7141,6,4,5,2,2018,29,170,3,5609,30,1,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,1
WH_123524,train,Not High Risk,9066,7,1,15,0,2009,26,123,3,7426,27,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
WH_123525,train,High Risk,43125,30,6,30,0,1998,29,182,1,5086,42,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
WH_123526,train,High Risk,7108,6,1,25,0,2009,28,237,1,5320,37,1,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,1
WH_123527,train,High Risk,45146,34,5,28,1,1999,24,82,3,3444,68,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0
WH_123528,test,Not High Risk,30128,24,1,28,0,2009,35,179,4,4928,16,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0
WH_123529,train,High Risk,23125,18,2,14,0,2009,31,62,4,4449,41,1,1,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,1
WH_123530,train,Not High Risk,31063,24,3,3,0,1999,38,259,4,4611,44,1,0,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0
WH_123531,train,Not High Risk,35124,28,1,2,0,2009,27,231,3,4846,25,1,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0
WH_123532,test,High Risk,33133,24,3,28,0,1998,28,182,3,3237,34,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
WH_123533,train,Not High Risk,30144,24,7,28,0,2010,19,89,2,5028,33,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
WH_123534,train,High Risk,30066,26,5,30,0,1999,38,107,4,4957,45,1,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0
WH_123535,train,High Risk,22076,19,4,23,4,2007,17,64,3,3462,62,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
WH_123536,train,Not High Risk,45125,34,7,25,0,2004,32,167,4,4437,32,1,1,0,0,0,0,5,3,0,0,0,0,1,0,0,0,0,1
WH_123537,test,High Risk,24107,18,8,27,0,2008,45,174,2,4300,41,1,0,0,0,0,0,4,2,0,1,0,0,0,0,0,1,0,0
WH_123538,train,Not High Risk,5109,4,3,30,0,2009,34,261,3,5208,40,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
WH_123539,train,High Risk,24066,19,4,6,0,2012,36,243,3,4660,17,1,0,1,1,0,0,4,3,0,0,0,0,1,0,0,0,0,0
WH_123540,test,High Risk,26148,23,8,14,3,2009,48,59,2,5292,67,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,1
WH_123541,train,High Risk,20108,14,1,25,0,2009,33,172,2,6055,32,1,1,0,1,0,1,5,3,0,0,0,1,0,0,0,0,0,1
WH_123542,test,High Risk,40121,29,3,32,0,2000,38,132,2,7868,30,1,0,0,0,0,0,4,2,1,0,0,1,0,0,1,0,0,0
WH_123543,train,High Risk,32133,24,3,31,2,2009,22,212,2,5967,15,1,1,0,0,0,1,5,1,0,0,0,0,0,1,0,0,0,0
WH_123544,train,High Risk,8145,7,4,1,5,2009,25,250,2,4992,57,1,0,0,0,0,1,3,2,0,0,0,0,1,0,1,0,0,0
WH_123545,train,Not High Risk,43070,32,6,19,0,2003,29,103,3,5245,29,1,1,0,0,0,0,5,2,0,0,0,1,0,0,0,1,0,0
WH_123546,train,Not High Risk,9106,8,7,14,0,2017,19,191,2,5546,44,0,0,0,0,0,0,3,3,0,1,0,1,0,0,0,0,0,1
WH_123547,train,High Risk,42093,34,2,14,0,2009,24,148,4,3987,60,0,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,1
WH_123548,train,High Risk,34135,24,3,1,0,2007,30,66,2,6661,15,0,1,0,0,0,0,5,2,1,0,0,1,0,0,1,0,0,0
WH_123549,test,High Risk,9145,8,1,9,0,2009,29,242,3,5224,15,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
WH_123550,train,High Risk,31134,27,5,29,1,2009,27,130,2,4715,27,1,0,0,0,0,1,2,3,0,0,0,0,1,0,0,0,0,0
WH_123551,train,Not High Risk,23139,18,1,23,0,2009,43,180,3,4627,53,1,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0
WH_123552,train,Not High Risk,21123,17,3,25,0,2008,39,255,2,4030,34,1,0,0,0,0,0,3,3,0,1,0,1,0,0,0,0,0,1
WH_123553,train,High Risk,35119,27,6,22,0,2009,20,224,2,4811,21,1,1,0,0,0,1,5,2,0,0,0,0,0,0,1,0,0,0
WH_123554,train,High Risk,30063,23,5,26,3,2007,33,246,2,8492,52,1,1,0,0,0,0,5,2,0,0,0,1,0,0,0,0,1,0
WH_123555,train,High Risk,32104,24,0,31,0,2009,35,65,2,5307,61,1,0,0,0,0,1,5,1,0,1,0,0,1,1,0,0,0,0
WH_123556,train,High Risk,12117,10,6,6,2,2014,22,114,4,5596,66,0,1,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0
WH_123557,train,Not High Risk,16144,11,2,11,0,2009,27,265,4,5292,49,1,1,0,0,0,1,5,2,0,0,0,0,1,0,0,0,1,0
WH_123558,train,Not High Risk,5062,4,8,27,0,2009,22,217,4,4942,51,1,0,0,0,0,1,3,2,0,1,0,0,1,0,0,1,0,0
WH_123559,train,Not High Risk,10141,9,0,10,0,2009,37,168,4,4463,52,1,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,1
WH_123560,train,Not High Risk,21132,17,4,26,0,2009,22,176,3,4925,45,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,1,0
WH_123561,train,Not High Risk,6096,4,5,14,1,2022,27,147,4,5868,61,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1
WH_123562,train,High Risk,32124,24,2,23,0,2009,16,82,3,4259,41,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0
WH_123563,train,Not High Risk,27063,24,5,5,0,2009,45,191,2,5925,21,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,1
WH_123564,train,High Risk,30084,24,0,11,3,2009,21,259,4,7670,53,0,0,0,0,0,1,5,2,0,1,0,0,1,0,0,0,1,0
WH_123565,train,Not High Risk,11112,9,5,6,1,2016,36,259,3,3527,47,1,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0
WH_123566,test,High Risk,38140,29,8,12,0,2006,29,57,4,4561,41,1,1,0,0,0,0,3,2,0,0,0,0,1,0,1,0,0,0
WH_123567,test,High Risk,31151,27,6,6,4,2006,54,191,2,4223,69,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
WH_123568,train,High Risk,51083,36,5,27,0,1999,30,193,2,7810,36,1,1,0,0,0,0,4,2,0,0,0,1,0,0,0,1,0,0
WH_123569,test,High Risk,22116,18,6,17,4,2009,26,255,2,4833,16,1,1,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1
WH_123570,train,Not High Risk,16061,13,1,28,0,2009,32,258,5,5807,49,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
WH_123571,train,Not High Risk,9125,7,1,1,0,2009,26,149,4,5319,44,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,0,0
WH_123572,train,High Risk,17125,15,1,26,1,2009,16,156,3,4355,69,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,1,0
WH_123573,train,Not High Risk,44111,33,1,6,0,2009,38,109,5,4658,20,0,1,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0
WH_123574,train,High Risk,37145,26,8,25,0,1997,36,265,4,4244,43,0,1,0,0,0,0,5,3,1,0,0,0,1,0,0,0,0,1
WH_123575,train,Not High Risk,39074,33,5,21,1,2004,33,134,3,4973,58,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0
WH_123576,train,High Risk,11132,9,2,19,2,2009,31,244,2,3838,63,1,0,0,1,0,1,5,2,0,0,0,1,0,0,0,1,0,0
